side,expiration,strike,bid,openInterest,impliedVolatility,spot,timestamp
C,2025-10-24,700.0,0.01,3680,0.14063359375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,701.0,0.01,3512,0.1445398046875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,702.0,0.01,2032,0.148446015625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,703.0,0.01,3712,0.15235222656250003,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,704.0,0.01,403,0.1562584375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,705.0,0.01,874,0.1601646484375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,706.0,0.0,1581,0.15235222656250003,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,707.0,0.0,104,0.1562584375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,708.0,0.0,117,0.1601646484375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,709.0,0.0,841,0.16407085937500002,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,710.0,0.0,870,0.16797707031250003,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,711.0,0.0,1114,0.17188328125000002,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,712.0,0.0,320,0.1757894921875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,713.0,0.0,176,0.179695703125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,714.0,0.0,308,0.18360191406249998,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,715.0,0.0,465,0.187508125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,716.0,0.0,157,0.1914143359375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,718.0,0.0,324,0.1992267578125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,720.0,0.0,629,0.20703917968749996,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,725.0,0.0,413,0.22657023437499998,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,730.0,0.0,414,0.242195078125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,735.0,0.0,533,0.2617261328125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,740.0,0.0,386,0.28125718749999995,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,745.0,0.0,701,0.29688203124999996,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,750.0,0.0,403,0.31250687499999996,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,755.0,0.0,227,0.3320379296875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,760.0,0.0,1521,0.35156898437499995,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,765.0,0.0,311,0.367193828125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,770.0,0.0,296,0.38281867187499996,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-24,780.0,0.0,1693,0.414068359375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,500.0,0.0,3710,0.7500025,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,505.0,0.01,5487,0.789064609375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,510.0,0.0,790,0.70312796875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,515.0,0.0,1301,0.6718782812500002,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,520.0,0.01,1496,0.710940390625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,525.0,0.01,1090,0.6875031250000001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,530.0,0.01,860,0.6640658593750002,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,535.0,0.01,5124,0.64062859375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,540.0,0.01,1281,0.6171913281250001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,545.0,0.01,849,0.5937540625000001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,550.0,0.02,1438,0.5937540625000001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,555.0,0.02,903,0.570316796875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,560.0,0.02,1249,0.5429733203125001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,565.0,0.02,1488,0.5195360546875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,570.0,0.02,3012,0.5039112109375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,575.0,0.03,3362,0.49414568359375005,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,580.0,0.03,1486,0.4687553125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,585.0,0.04,1222,0.45508357421875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,590.0,0.05,3558,0.437505625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,592.0,0.05,301,0.42774009765625004,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,594.0,0.05,389,0.41797457031249996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,595.0,0.05,1803,0.41211525390625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,596.0,0.05,437,0.407232490234375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,598.0,0.06,665,0.40430283203125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,600.0,0.06,4631,0.393560751953125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,601.0,0.06,487,0.38867798828125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,602.0,0.06,2597,0.38281867187499996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,603.0,0.06,351,0.3789124609375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,604.0,0.07,540,0.3789124609375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,605.0,0.07,2151,0.37402969726562496,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,606.0,0.07,328,0.36914693359375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,607.0,0.07,271,0.3632876171875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,608.0,0.07,646,0.358404853515625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,609.0,0.08,466,0.358404853515625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,610.0,0.08,3938,0.352545537109375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,611.0,0.08,128,0.34766277343749996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,612.0,0.08,271,0.34278000976562495,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,613.0,0.09,469,0.34180345703125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,614.0,0.09,1089,0.335944140625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,615.0,0.09,7665,0.331061376953125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,616.0,0.1,1330,0.33008482421874996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,617.0,0.1,468,0.3242255078124999,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,618.0,0.1,4079,0.3193427441406249,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,619.0,0.11,137,0.317389638671875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,620.0,0.11,4710,0.31201859863281245,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,621.0,0.12,643,0.30664755859375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,622.0,0.12,806,0.304694453125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,623.0,0.12,320,0.29883513671874995,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,624.0,0.13,788,0.2963937548828125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,625.0,0.13,14687,0.2910227148437499,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,626.0,0.14,1091,0.2880930566406249,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,627.0,0.14,6828,0.2827220166015625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,628.0,0.15,987,0.2797923583984374,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,629.0,0.15,3312,0.2739330419921875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,630.0,0.17,7398,0.273444765625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,631.0,0.17,17059,0.26758544921875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,632.0,0.18,6947,0.26416751464843746,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,633.0,0.19,1525,0.26050544189453123,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,634.0,0.2,3055,0.256843369140625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,635.0,0.21,11072,0.252937158203125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,636.0,0.23,12093,0.25049577636718745,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,637.0,0.23,2001,0.24463645996093752,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,638.0,0.25,1894,0.24195093994140626,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,639.0,0.27,3367,0.23902128173828124,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,640.0,0.28,11101,0.23438265625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,641.0,0.29,1081,0.2309647216796875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,642.0,0.32,1264,0.22754678710937498,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,643.0,0.35,1841,0.22486126708984372,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,644.0,0.35,3065,0.21851367431640623,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,645.0,0.38,36344,0.21558401611328126,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,646.0,0.41,893,0.2122881506347656,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,647.0,0.43,2199,0.20777159423828123,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,648.0,0.47,2656,0.2048419360351562,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,649.0,0.5,951,0.20081365600585935,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,650.0,0.55,22264,0.198250205078125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,651.0,0.59,1736,0.19446606323242188,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,652.0,0.67,2862,0.19336744140625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,653.0,0.7,4691,0.18811847045898436,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,654.0,0.75,5649,0.1840901904296875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,655.0,0.82,45861,0.18091639404296872,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,656.0,0.89,2664,0.17731535583496094,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,657.0,0.97,4337,0.1744467321777344,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,658.0,1.06,4851,0.17054052124023442,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,659.0,1.15,9029,0.16663431030273443,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,660.0,1.26,21169,0.16327741027832032,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,661.0,1.37,4418,0.15979844116210937,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,662.0,1.5,2129,0.15613636840820314,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,663.0,1.64,5491,0.15235222656250003,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,664.0,1.81,2169,0.14862911926269531,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,665.0,1.98,6587,0.14460083923339845,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,666.0,2.17,1414,0.14093876647949222,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,667.0,2.39,3826,0.13715462463378908,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,668.0,2.66,2751,0.13416393188476564,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,669.0,2.92,1096,0.129891513671875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,670.0,3.22,10028,0.12549702636718751,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,671.0,3.55,2096,0.1215908154296875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,672.0,3.93,830,0.11762356994628906,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,673.0,4.34,2067,0.11322908264160156,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,674.0,4.82,497,0.1098721826171875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,675.0,5.32,2464,0.10541666076660156,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,676.0,5.9,415,0.10144941528320311,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,677.0,6.53,240,0.09711596252441407,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,678.0,7.18,100,0.09180595703125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,679.0,7.91,74,0.08655698608398438,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,680.0,8.71,262,0.08069766967773437,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,681.0,9.56,81,0.07300731689453124,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,682.0,10.42,7,0.059579716796875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,683.0,11.36,18,1.0000000000000003e-05,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,684.0,12.28,5,1.0000000000000003e-05,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,685.0,13.3,0,1.0000000000000003e-05,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,686.0,14.35,14,1.0000000000000003e-05,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,687.0,14.03,2,0.19080399047851562,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,688.0,15.23,0,0.20093572509765623,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,689.0,16.28,0,0.21106745971679686,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,690.0,17.29,11,0.213875048828125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,691.0,18.03,2,0.22205367797851558,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,692.0,19.28,0,0.23438265625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,693.0,20.95,1,0.1682212084960938,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,694.0,21.28,0,0.24890887817382812,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,695.0,22.24,1,0.26050544189453123,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,696.0,23.28,0,0.26380130737304686,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,697.0,24.28,0,0.26856200195312496,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,698.0,25.29,0,0.27893787475585935,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,700.0,27.35,0,0.2887034020996093,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,701.0,28.35,0,0.2978585839843749,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,710.0,37.33,0,0.36817038085937503,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-24,716.0,60.42,0,1.0872238021850587,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,500.0,170.7,2,0.9360357958984374,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,550.0,120.73,1,0.6645541357421877,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,570.0,100.75,4,0.5666547241210937,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,620.0,52.31,31,0.3546207116699218,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,622.0,50.27,1,0.34009448974609374,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,625.0,47.32,27,0.3286199951171874,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,630.0,42.39,10,0.30371790039062496,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,632.0,40.35,2,0.28992409301757804,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,635.0,37.39,1,0.2745433874511719,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,640.0,32.48,14,0.24988543090820312,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,642.0,30.6,12,0.24463645996093752,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,643.0,29.63,2,0.24066921447753903,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,645.0,27.63,12,0.22815713256835937,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,646.0,26.69,0,0.22492230163574217,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,649.0,23.81,2,0.21088435607910155,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,650.0,22.92,42,0.2092364233398437,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,651.0,21.99,31,0.20514710876464842,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,652.0,20.99,42,0.19788399780273438,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,653.0,20.09,41,0.19556468505859376,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,654.0,19.17,103,0.19178054321289065,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,655.0,18.26,180,0.1876912286376953,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,656.0,17.37,58,0.18415122497558595,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,657.0,16.47,98,0.1803670831298828,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,658.0,15.56,144,0.17627776855468752,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,659.0,14.64,216,0.17127293579101563,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,660.0,13.8,365,0.1676108630371094,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,661.0,12.94,257,0.16462017028808595,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,662.0,12.09,543,0.16059189025878906,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,663.0,11.27,446,0.15674671386718753,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,664.0,10.45,676,0.15314567565917972,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,665.0,9.65,784,0.14936153381347655,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,666.0,8.86,617,0.1458825646972656,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,667.0,8.09,460,0.1419458364868164,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,668.0,7.34,603,0.13770393554687502,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,669.0,6.65,296,0.13495738098144533,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,670.0,5.98,3257,0.13178358459472655,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,671.0,5.31,1041,0.1281520291137695,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,672.0,4.65,258,0.12427633544921876,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,673.0,4.09,374,0.1215908154296875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,674.0,3.54,227,0.11847805358886719,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,675.0,3.03,534,0.11548736083984376,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,676.0,2.54,419,0.11200839172363279,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,677.0,2.13,549,0.10956700988769531,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,678.0,1.76,717,0.10682045532226564,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,679.0,1.41,364,0.10401286621093749,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,680.0,1.14,1164,0.10181562255859375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,681.0,0.9,227,0.09974044799804688,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,682.0,0.7,173,0.09778734252929688,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,683.0,0.53,354,0.09571216796875001,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,684.0,0.4,704,0.0942473388671875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,685.0,0.3,575,0.09302664794921875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,686.0,0.22,163,0.09192802612304687,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,687.0,0.17,114,0.09205009521484375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,688.0,0.12,124,0.09107354248046876,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,689.0,0.09,146,0.0913176806640625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,690.0,0.07,2179,0.09205009521484375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,691.0,0.05,13,0.0922942333984375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,692.0,0.04,25,0.0937590625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,693.0,0.03,98,0.09473561523437501,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,694.0,0.03,137,0.0981535498046875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,695.0,0.02,570,0.098641826171875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,696.0,0.02,9,0.10157148437499999,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,697.0,0.02,116,0.1054776953125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,700.0,0.01,614,0.11036045898437499,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,705.0,0.01,184,0.12696185546875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,710.0,0.01,190,0.143563251953125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,715.0,0.0,30,0.148446015625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,725.0,0.0,1,0.179695703125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,730.0,0.0,2,0.1914143359375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-27,745.0,0.0,1,0.23438265625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,500.0,0.01,290,0.64062859375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,510.0,0.01,354,0.6015664843750002,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,515.0,0.01,130,0.585941640625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,520.0,0.01,30,0.5625043750000001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,525.0,0.02,70,0.570316796875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,530.0,0.02,411,0.5468795312500001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,535.0,0.02,359,0.5273484765625001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,540.0,0.03,253,0.523442265625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,545.0,0.03,338,0.5039112109375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,550.0,0.03,426,0.49023947265625006,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,555.0,0.03,611,0.47070841796875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,560.0,0.04,650,0.46094289062500005,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,565.0,0.04,763,0.43945873046875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,570.0,0.05,231,0.42774009765625004,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,575.0,0.06,133,0.414068359375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,580.0,0.06,402,0.393560751953125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,585.0,0.07,367,0.3789124609375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,590.0,0.08,679,0.3632876171875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,595.0,0.09,1081,0.34668622070312494,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,600.0,0.11,1075,0.33301448242187504,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,601.0,0.11,81,0.3286199951171874,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,602.0,0.11,178,0.3242255078124999,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,603.0,0.12,88,0.3232489550781249,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,604.0,0.12,30,0.3193427441406249,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,605.0,0.12,387,0.31445998046874996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,606.0,0.13,58,0.313483427734375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,607.0,0.13,80,0.3090889404296875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,608.0,0.13,2,0.304694453125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,609.0,0.14,82,0.30322962402343745,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,610.0,0.14,1163,0.29883513671874995,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,611.0,0.15,83,0.29688203124999996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,612.0,0.15,11,0.2924875439453124,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,613.0,0.15,17,0.2880930566406249,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,615.0,0.16,1510,0.28174546386718746,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,616.0,0.17,17,0.2797923583984374,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,617.0,0.17,44,0.2749095947265625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,618.0,0.18,324,0.27295648925781246,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,619.0,0.18,52,0.26807372558593745,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,620.0,0.19,1886,0.26563234375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,621.0,0.2,109,0.26319096191406255,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-27,622.0,0.2,52,0.2585523364257813,671.5189819335938,2025-10-20_15-26-55_ET
